id_distribuidor,fecha_nacimiento,estado,sucursal,escolaridad,estado_civil,dependientes,tipo_vivienda,sexo,tiempo_vivienda,ingreso_neto,experiencia,tipo_negocio,tiempo_op_negocio,capacidad_pago_semanal
15556,1989-12-24,Veracruz de Ignacio de la Llave,ORIZABA,Bachillerato,Casada (o),2,Familiar,FEMENINO,27 AÑOS 0 MESES ,"$4,000.00",NO,VENTA DE ROPA,6 AÑOS 0 MESES ,
16661,1953-06-02,Veracruz de Ignacio de la Llave,ORIZABA,Primaria,Casada (o),0,Familiar,FEMENINO,20 AÑOS 0 MESES ,"$10,500.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,10 AÑOS 0 MESES ,
16720,1965-03-22,México,CHALCO,Tecnico,Casada (o),1,Familiar,FEMENINO,22 AÑOS 4 MESES ,"$30,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,3 AÑOS 4 MESES ,
16135,1966-03-09,México,TEXCOCO,Secundaria,Casada (o),0,Propia,FEMENINO,50 AÑOS 5 MESES ,$35.00,NO,VENTA POR CATALOGO,2 AÑOS 5 MESES ,
16724,1976-06-04,Veracruz de Ignacio de la Llave,ORIZABA,Bachillerato,Casada (o),1,Propia,FEMENINO,42 AÑOS 0 MESES ,"$12,500.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 6 MESES ,
17594,1956-05-15,Tabasco,CARDENAS,Secundaria,Divorciada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,8 AÑOS 0 MESES ,
17607,1965-09-14,México,TEXCOCO,Bachillerato,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,NO,ARTE/ARTESANIAS,10 AÑOS 0 MESES ,
17352,1974-01-03,Tabasco,VILLAHERMOSA,Primaria,Unión Libre,0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 2 MESES ,
17976,1987-03-17,México,CHALCO,Bachillerato,Casada (o),2,Propia,FEMENINO,20 AÑOS 2 MESES ,"$10,500.00",NO,VENTA POR CATALOGO,3 AÑOS 1 MESES ,
17771,1985-07-23,México,CHALCO,Secundaria,Casada (o),2,Familiar,MASCULINO,23 AÑOS 6 MESES ,"$28,000.00",NO,MECANICA AUTOMOTRIZ/INDUSTRIAL,10 AÑOS 5 MESES ,
17706,1968-09-24,México,CHIMALHUACAN 2,Secundaria,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$10.00,NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 12 MESES ,
17930,1954-09-12,México,CHIMALHUACAN 2,Bachillerato,Casada (o),0,Propia,FEMENINO,0 AÑOS 9 MESES ,"$7,000.00",NO,VENTA POR CATALOGO,10 AÑOS 12 MESES ,
11038,1977-09-10,Jalisco,TONALA,Secundaria,Casada (o),2,Propia,FEMENINO,14 AÑOS 12 MESES ,"$12,000.00",NO,VENTA DE ALIMENTOS,9 AÑOS 12 MESES ,
18798,1979-12-09,Tabasco,VILLAHERMOSA,Secundaria,Casada (o),2,,FEMENINO,0 AÑOS 0 MESES ,$12.00,SI,DISTRIBUIDOR CON EXPERIENCIA,3 AÑOS 1 MESES ,
18944,1966-07-28,Tabasco,VILLAHERMOSA,Secundaria,Casada (o),0,,MASCULINO,0 AÑOS 0 MESES ,$0.00,NO,ABARROTES/MISCELANEAS/PERECEDEROS,8 AÑOS 10 MESES ,
18377,1988-12-26,México,NEZAHUALCOYOTL 2,Bachillerato,Unión Libre,0,Familiar,FEMENINO,20 AÑOS 0 MESES ,"$7,000.00",NO,VENTA POR CATALOGO,6 AÑOS 0 MESES ,
18392,1988-09-24,México,CHIMALHUACAN 2,Licenciatura,Soltera (o),1,Familiar,FEMENINO,3 AÑOS 6 MESES ,"$7,000.00",NO,VENTA POR CATALOGO,2 AÑOS 0 MESES ,
19005,1969-06-09,Tabasco,VILLAHERMOSA,Primaria,Casada (o),0,Propia,FEMENINO,18 AÑOS 0 MESES ,"$24,000.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 0 MESES ,
19155,1955-09-18,Tabasco,VILLAHERMOSA,Primaria,Soltera (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,NO,VENTA POR CATALOGO,10 AÑOS 6 MESES ,
20291,1970-02-16,Tabasco,VILLAHERMOSA,Secundaria,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,3 AÑOS 3 MESES ,
18655,1982-12-10,Tabasco,CARDENAS,Licenciatura,Unión Libre,0,Propia,FEMENINO,0 AÑOS 0 MESES ,$0.00,NO,DISTRIBUIDOR CON EXPERIENCIA,2 AÑOS 0 MESES ,
20666,1984-03-08,Tabasco,VILLAHERMOSA,Bachillerato,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,3 AÑOS 3 MESES ,
20500,1991-08-29,Tabasco,VILLAHERMOSA,Bachillerato,Casada (o),0,,MASCULINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 2 MESES ,
21234,1962-10-01,Tabasco,VILLAHERMOSA,Secundaria,Casada (o),0,Propia,FEMENINO,30 AÑOS 0 MESES ,"$11,000.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 0 MESES ,
20636,1974-05-10,México,CHALCO,Secundaria,Casada (o),0,Familiar,FEMENINO,25 AÑOS 11 MESES ,"$7,200.00",NO,VENTA DE ALIMENTOS,2 AÑOS 8 MESES ,
19706,1989-06-19,México,CHIMALHUACAN 2,Primaria,Soltera (o),1,Rentada,FEMENINO,8 AÑOS 3 MESES ,"$8,000.00",NO,VENTA DE ROPA,9 AÑOS 2 MESES ,
21204,1964-03-27,México,NEZAHUALCOYOTL 2,Bachillerato,Soltera (o),0,Familiar,FEMENINO,25 AÑOS 0 MESES ,"$6,000.00",NO,VENTA DE ALIMENTOS,6 AÑOS 0 MESES ,
21680,1994-07-17,México,CHALCO,Bachillerato,Soltera (o),1,Familiar,FEMENINO,12 AÑOS 5 MESES ,"$3,559.00",NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,
21877,1969-06-20,México,CHALCO,Bachillerato,Casada (o),1,Familiar,FEMENINO,30 AÑOS 6 MESES ,"$4,299.00",NO,VENTA DE ALIMENTOS,6 AÑOS 8 MESES ,
21629,1965-05-25,Tabasco,VILLAHERMOSA,Tecnico,Soltera (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 1 MESES ,
21372,1993-10-02,México,CHALCO,Bachillerato,Casada (o),1,Familiar,FEMENINO,20 AÑOS 6 MESES ,"$9,000.00",NO,CALZADO REPARACION Y VENTA,7 AÑOS 4 MESES ,
21378,1973-10-12,Jalisco,TONALA,Secundaria,Casada (o),2,Propia,FEMENINO,13 AÑOS 0 MESES ,"$13,600.00",NO,VENTA DE ROPA,4 AÑOS 0 MESES ,
21929,1981-03-24,Veracruz de Ignacio de la Llave,ORIZABA,Licenciatura,Casada (o),2,Familiar,FEMENINO,10 AÑOS 0 MESES ,"$6,000.00",NO,VENTA POR CATALOGO,3 AÑOS 0 MESES ,
21882,1984-08-13,Veracruz de Ignacio de la Llave,ORIZABA,Licenciatura,Soltera (o),0,Familiar,MASCULINO,25 AÑOS 0 MESES ,"$8,000.00",NO,VENTA POR CATALOGO,6 AÑOS 0 MESES ,
17601,1991-09-10,México,CHIMALHUACAN 2,Bachillerato,Casada (o),2,Familiar,FEMENINO,20 AÑOS 4 MESES ,"$10,000.00",NO,FRUTAS/VERDURAS/SEMILLAS/CAMPO/AGROPECUARIAS,1 AÑOS 3 MESES ,
22763,1981-01-17,México,CHALCO,Bachillerato,Casada (o),2,Familiar,FEMENINO,19 AÑOS 3 MESES ,"$4,129.00",NO,VENTA DE ROPA,4 AÑOS 8 MESES ,
22042,1978-06-29,Tabasco,CARDENAS,Licenciatura,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,2 AÑOS 0 MESES ,
21047,1977-04-16,Jalisco,TONALA,Secundaria,Viuda (o),1,Propia,FEMENINO,15 AÑOS 3 MESES ,$12.00,NO,VENTA POR CATALOGO,1 AÑOS 4 MESES ,
23162,1994-01-06,México,CHALCO,Bachillerato,Casada (o),3,Familiar,FEMENINO,10 AÑOS 5 MESES ,"$4,396.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,4 AÑOS 7 MESES ,
21529,1978-11-18,Tabasco,VILLAHERMOSA,Bachillerato,Unión Libre,2,Familiar,FEMENINO,10 AÑOS 0 MESES ,"$11,600.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 0 MESES ,
23136,1985-07-30,Tabasco,VILLAHERMOSA,Bachillerato,Soltera (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,7 AÑOS 2 MESES ,
22644,1984-02-29,México,CHALCO,Licenciatura,Unión Libre,3,Familiar,MASCULINO,20 AÑOS 6 MESES ,"$12,000.00",SI,DISTRIBUIDOR CON EXPERIENCIA,3 AÑOS 8 MESES ,
23234,1962-06-17,Veracruz de Ignacio de la Llave,ORIZABA,Bachillerato,Casada (o),0,Propia,FEMENINO,20 AÑOS 0 MESES ,"$15,000.00",SI,DISTRIBUIDOR CON EXPERIENCIA,2 AÑOS 0 MESES ,
21656,1981-03-06,Tabasco,VILLAHERMOSA,Licenciatura,Soltera (o),1,Familiar,FEMENINO,20 AÑOS 0 MESES ,"$6,000.00",NO,VENTA POR CATALOGO,1 AÑOS 0 MESES ,
24186,1973-07-11,Tabasco,VILLAHERMOSA,Primaria,Soltera (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,NO,VENTA POR CATALOGO,2 AÑOS 2 MESES ,
23237,1966-09-17,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Casada (o),0,Propia,FEMENINO,50 AÑOS 12 MESES ,"$10,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,
24373,1992-08-27,Tabasco,VILLAHERMOSA,Secundaria,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 1 MESES ,
24038,1975-07-26,México,CHALCO,Tecnico,Unión Libre,0,Familiar,FEMENINO,20 AÑOS 8 MESES ,"$8,000.00",NO,PAPELERIA,2 AÑOS 11 MESES ,
23845,1965-11-21,Tabasco,CARDENAS,Primaria,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,NO,DISTRIBUIDOR CON EXPERIENCIA,4 AÑOS 0 MESES ,
24475,1972-05-02,México,TEXCOCO,Secundaria,Casada (o),1,Propia,FEMENINO,20 AÑOS 8 MESES ,$6.00,NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 8 MESES ,
24842,1986-09-17,Jalisco,TONALA,Bachillerato,Casada (o),0,Familiar,FEMENINO,7 AÑOS 0 MESES ,"$15,000.00",NO,VENTA POR CATALOGO,2 AÑOS 0 MESES ,
24321,1965-02-19,Veracruz de Ignacio de la Llave,ORIZABA,Secundaria,Casada (o),1,Propia,MASCULINO,10 AÑOS 0 MESES ,"$4,500.00",NO,VENTA POR CATALOGO,3 AÑOS 0 MESES ,
24462,1958-10-21,Jalisco,TONALA,Primaria,Casada (o),0,Propia,FEMENINO,22 AÑOS 7 MESES ,$16.00,NO,JOYERIA/BISUTERIA/FUNDICION,10 AÑOS 3 MESES ,
25493,1956-01-26,México,CHIMALHUACAN 2,Secundaria,Unión Libre,0,Propia,FEMENINO,27 AÑOS 0 MESES ,"$8,000.00",NO,AMEDICINA/SALUD/FARMACIA,2 AÑOS 0 MESES ,
25163,1965-10-15,Distrito Federal,CHALCO,Licenciatura,Casada (o),0,Familiar,FEMENINO,25 AÑOS 1 MESES ,"$28,000.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 12 MESES ,
25249,1965-12-10,Tabasco,CARDENAS,Primaria,Unión Libre,0,Familiar,FEMENINO,0 AÑOS 0 MESES ,$0.00,NO,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 0 MESES ,
25824,1984-11-07,Tabasco,VILLAHERMOSA,Bachillerato,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,3 AÑOS 2 MESES ,
26030,1975-11-09,Tabasco,VILLAHERMOSA,Secundaria,Soltera (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 1 MESES ,
26021,1988-09-18,México,CHIMALHUACAN 2,Secundaria,Soltera (o),3,Familiar,FEMENINO,19 AÑOS 7 MESES ,"$8,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 12 MESES ,
26868,1985-04-20,Tabasco,VILLAHERMOSA,Primaria,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 2 MESES ,
27193,1982-02-17,Tabasco,VILLAHERMOSA,Bachillerato,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 2 MESES ,
27169,1972-11-23,Tabasco,VILLAHERMOSA,Secundaria,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,2 AÑOS 2 MESES ,
27203,1952-08-25,Tabasco,VILLAHERMOSA,Primaria,Viuda (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,2 AÑOS 2 MESES ,
26520,1953-01-10,Tabasco,VILLAHERMOSA,Tecnico,Casada (o),0,Propia,FEMENINO,6 AÑOS 10 MESES ,"$15,000.00",NO,VENTA POR CATALOGO,6 AÑOS 3 MESES ,
27229,1983-07-05,Veracruz de Ignacio de la Llave,ORIZABA,Bachillerato,Casada (o),3,Familiar,FEMENINO,19 AÑOS 0 MESES ,"$18,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,
27460,1989-01-06,Jalisco,TONALA,Bachillerato,Casada (o),1,Propia,FEMENINO,6 AÑOS 0 MESES ,"$15,000.00",NO,VENTA DE ALIMENTOS,3 AÑOS 0 MESES ,
27066,1981-06-06,Tabasco,CARDENAS,Secundaria,Unión Libre,0,,MASCULINO,0 AÑOS 0 MESES ,$0.00,NO,DISTRIBUIDOR CON EXPERIENCIA,5 AÑOS 0 MESES ,
28353,1982-04-10,Veracruz de Ignacio de la Llave,ORIZABA,Bachillerato,Casada (o),3,Familiar,FEMENINO,18 AÑOS 0 MESES ,"$7,000.00",SI,DISTRIBUIDOR CON EXPERIENCIA,2 AÑOS 0 MESES ,
27756,1966-09-19,México,CHIMALHUACAN 2,Bachillerato,Casada (o),1,Propia,FEMENINO,17 AÑOS 0 MESES ,"$8,000.00",NO,CAFEINTERNET,10 AÑOS 12 MESES ,
26974,1973-12-05,Tabasco,VILLAHERMOSA,Secundaria,Divorciada (o),2,Propia,FEMENINO,40 AÑOS 5 MESES ,"$9,500.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 1 MESES ,
28630,1989-11-11,Tabasco,VILLAHERMOSA,Bachillerato,Divorciada (o),3,Propia,FEMENINO,10 AÑOS 8 MESES ,"$13,600.00",SI,DISTRIBUIDOR CON EXPERIENCIA,3 AÑOS 3 MESES ,
25860,1981-12-04,México,TEXCOCO,Bachillerato,Soltera (o),1,Propia,FEMENINO,38 AÑOS 1 MESES ,"$2,800.00",NO,VENTA DE ROPA,10 AÑOS 12 MESES ,700.0
26980,1964-12-02,Tabasco,CARDENAS,Secundaria,Casada (o),1,Propia,FEMENINO,13 AÑOS 3 MESES ,"$17,200.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 3 MESES ,
29133,1982-01-16,México,CHIMALHUACAN 2,Secundaria,Divorciada (o),2,Familiar,FEMENINO,10 AÑOS 0 MESES ,"$15,000.00",NO,AMEDICINA/SALUD/FARMACIA,7 AÑOS 0 MESES ,
29193,1958-08-18,México,CHIMALHUACAN 2,Secundaria,Casada (o),0,Propia,FEMENINO,35 AÑOS 0 MESES ,"$12,000.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,8 AÑOS 0 MESES ,
29968,1982-04-14,Veracruz de Ignacio de la Llave,ORIZABA,Bachillerato,Casada (o),3,Familiar,FEMENINO,20 AÑOS 0 MESES ,"$6,000.00",NO,FLORES/ARREGLOS,10 AÑOS 12 MESES ,
29963,1963-07-20,Jalisco,TONALA,Secundaria,Casada (o),0,Propia,FEMENINO,10 AÑOS 0 MESES ,"$160,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,3 AÑOS 0 MESES ,
28347,1992-10-19,Veracruz de Ignacio de la Llave,ORIZABA,Licenciatura,Soltera (o),1,Rentada,FEMENINO,1 AÑOS 6 MESES ,"$7,850.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 0 MESES ,
30153,1972-01-14,México,CHALCO,Tecnico,Unión Libre,2,Propia,FEMENINO,12 AÑOS 1 MESES ,"$3,646.00",NO,ARTE/ARTESANIAS,1 AÑOS 6 MESES ,
30359,1972-12-11,México,CHALCO,Bachillerato,Casada (o),1,Familiar,FEMENINO,15 AÑOS 6 MESES ,"$4,948.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 6 MESES ,
30013,1964-03-04,Jalisco,TONALA,Secundaria,Casada (o),1,Propia,FEMENINO,10 AÑOS 0 MESES ,"$7,680.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 0 MESES ,
31045,1988-06-09,México,CHALCO,Tecnico,Casada (o),3,Familiar,FEMENINO,30 AÑOS 4 MESES ,"$3,290.00",NO,VENTA POR CATALOGO,5 AÑOS 1 MESES ,
31587,1983-03-01,México,CHALCO,Secundaria,Casada (o),3,Propia,MASCULINO,7 AÑOS 6 MESES ,"$3,735.00",NO,MECANICA AUTOMOTRIZ/INDUSTRIAL,5 AÑOS 8 MESES ,
31566,1992-02-28,Tabasco,VILLAHERMOSA,Licenciatura,Casada (o),0,Familiar,FEMENINO,8 AÑOS 4 MESES ,"$21,500.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 2 MESES ,
29969,1976-05-27,México,CHIMALHUACAN 2,Primaria,Unión Libre,2,Propia,FEMENINO,12 AÑOS 0 MESES ,"$20,000.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,9 AÑOS 0 MESES ,
31465,1991-06-05,México,TEXCOCO,Bachillerato,Separada (o),0,Familiar,FEMENINO,28 AÑOS 11 MESES ,$4.00,NO,VENTA POR CATALOGO,5 AÑOS 11 MESES ,
31773,1987-01-18,México,CHALCO,Bachillerato,Casada (o),1,Familiar,FEMENINO,20 AÑOS 6 MESES ,"$3,200.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 6 MESES ,
28109,1979-08-10,México,TEXCOCO,Licenciatura,Separada (o),2,Propia,FEMENINO,32 AÑOS 10 MESES ,$5.00,NO,JOYERIA/BISUTERIA/FUNDICION,10 AÑOS 10 MESES ,
31501,1967-12-30,México,CHIMALHUACAN 2,Secundaria,Casada (o),0,Propia,FEMENINO,25 AÑOS 0 MESES ,"$8,000.00",NO,VENTA DE ROPA,8 AÑOS 0 MESES ,
32794,1968-03-09,México,CHALCO,Primaria,Casada (o),0,Familiar,MASCULINO,30 AÑOS 1 MESES ,"$3,925.00",NO,MADERA/CARPINTERIA/EBANISTA,10 AÑOS 1 MESES ,
32285,1991-05-26,México,TEXCOCO,Bachillerato,Soltera (o),2,Familiar,FEMENINO,25 AÑOS 11 MESES ,$4.00,NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 11 MESES ,
31555,1992-12-06,México,TEXCOCO,Secundaria,Unión Libre,3,Familiar,FEMENINO,14 AÑOS 10 MESES ,$4.00,NO,JARCIERIA,10 AÑOS 11 MESES ,
32468,1975-02-26,Tabasco,VILLAHERMOSA,Licenciatura,Soltera (o),1,,FEMENINO,0 AÑOS 0 MESES ,"$28,000.00",SI,DISTRIBUIDOR CON EXPERIENCIA,3 AÑOS 4 MESES ,
32943,1982-02-21,Tabasco,VILLAHERMOSA,Licenciatura,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 1 MESES ,
31741,1956-12-12,Tabasco,VILLAHERMOSA,Licenciatura,Separada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 1 MESES ,
33382,1973-06-24,México,CHALCO,Secundaria,Casada (o),0,Familiar,FEMENINO,18 AÑOS 10 MESES ,"$5,088.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 12 MESES ,
33050,1971-04-29,México,CHALCO,Secundaria,Unión Libre,0,Familiar,FEMENINO,19 AÑOS 3 MESES ,"$3,300.00",NO,ARTE/ARTESANIAS,10 AÑOS 6 MESES ,
32935,1985-11-25,México,CHIMALHUACAN 2,Secundaria,Casada (o),1,Familiar,FEMENINO,26 AÑOS 0 MESES ,"$8,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,6 AÑOS 0 MESES ,
32933,1970-01-02,México,CHIMALHUACAN 2,Secundaria,Casada (o),2,Propia,FEMENINO,20 AÑOS 0 MESES ,"$15,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 12 MESES ,
31711,1973-09-26,México,TEXCOCO,Secundaria,Casada (o),3,Propia,FEMENINO,20 AÑOS 11 MESES ,$5.00,NO,IMPRENTA/SERIGRAFIA/ROTULOS,10 AÑOS 11 MESES ,
33167,1947-05-14,México,CHALCO,Bachillerato,Casada (o),0,Propia,MASCULINO,30 AÑOS 1 MESES ,"$4,629.00",NO,FABRICA/TALLER/ELABORACION/REPARACION,10 AÑOS 1 MESES ,
33112,1980-08-15,Veracruz de Ignacio de la Llave,ORIZABA,Bachillerato,Unión Libre,2,Familiar,FEMENINO,39 AÑOS 0 MESES ,"$13,500.00",NO,BELLEZA/SALON/ESTETICA/BARBERIA,7 AÑOS 0 MESES ,
31333,1981-03-19,Tabasco,VILLAHERMOSA,Licenciatura,Soltera (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 1 MESES ,
31864,1979-07-21,Veracruz de Ignacio de la Llave,ORIZABA,Licenciatura,Unión Libre,0,Propia,FEMENINO,30 AÑOS 0 MESES ,"$9,500.00",NO,VENTA POR CATALOGO,10 AÑOS 12 MESES ,
33186,1985-10-02,Tabasco,VILLAHERMOSA,Bachillerato,Unión Libre,0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,2 AÑOS 2 MESES ,
32940,1959-08-19,México,CHIMALHUACAN 2,Primaria,Casada (o),0,Propia,FEMENINO,42 AÑOS 0 MESES ,"$15,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,
33821,1959-07-15,Tabasco,VILLAHERMOSA,Secundaria,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 1 MESES ,
33841,1976-06-07,Tabasco,VILLAHERMOSA,Primaria,Viuda (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,NO,PANADERIA,10 AÑOS 11 MESES ,
34199,1994-05-14,México,CHALCO,Secundaria,Unión Libre,1,Familiar,FEMENINO,20 AÑOS 1 MESES ,"$3,768.00",NO,JARCIERIA,4 AÑOS 1 MESES ,
34375,1975-02-12,México,CHIMALHUACAN 2,Tecnico,Casada (o),1,Propia,FEMENINO,21 AÑOS 0 MESES ,"$7,000.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,10 AÑOS 12 MESES ,
34519,1962-02-17,México,TEXCOCO,Secundaria,Soltera (o),0,Propia,FEMENINO,35 AÑOS 12 MESES ,$4.00,NO,ARTE/ARTESANIAS,2 AÑOS 12 MESES ,
34052,1977-06-21,México,CHIMALHUACAN 2,Secundaria,Casada (o),1,Familiar,FEMENINO,32 AÑOS 0 MESES ,"$8,000.00",NO,VENTA DE ALIMENTOS,3 AÑOS 0 MESES ,
35175,1970-10-17,México,CHALCO,Bachillerato,Unión Libre,3,Familiar,MASCULINO,27 AÑOS 8 MESES ,"$3,059.00",NO,ABARROTES/MISCELANEAS/PERECEDEROS,4 AÑOS 1 MESES ,
36018,1978-04-21,Tabasco,VILLAHERMOSA,Bachillerato,Casada (o),2,Familiar,FEMENINO,28 AÑOS 2 MESES ,"$10,400.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 4 MESES ,
34796,1988-04-10,Tabasco,VILLAHERMOSA,Bachillerato,Casada (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,2 AÑOS 1 MESES ,
36005,1993-12-03,Tabasco,VILLAHERMOSA,Bachillerato,Unión Libre,0,,MASCULINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 6 MESES ,
34574,1975-11-06,Tabasco,VILLAHERMOSA,Bachillerato,Soltera (o),0,Propia,MASCULINO,6 AÑOS 5 MESES ,"$6,000.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 4 MESES ,
35469,1966-07-14,Tabasco,VILLAHERMOSA,Bachillerato,Unión Libre,0,Propia,FEMENINO,25 AÑOS 10 MESES ,"$25,200.00",SI,DISTRIBUIDOR CON EXPERIENCIA,1 AÑOS 3 MESES ,
36008,1982-10-06,México,TEXCOCO,Bachillerato,Unión Libre,1,Propia,MASCULINO,25 AÑOS 12 MESES ,$4.00,NO,VENTA DE ALIMENTOS,10 AÑOS 12 MESES ,
35940,1960-09-08,México,CHIMALHUACAN 2,Primaria,Divorciada (o),0,Propia,FEMENINO,22 AÑOS 0 MESES ,"$9,000.00",NO,CARNICERIA/POLLERIA/RASTRO,2 AÑOS 0 MESES ,
35674,1992-08-08,México,TEXCOCO,Bachillerato,Unión Libre,1,Propia,FEMENINO,27 AÑOS 12 MESES ,$4.00,NO,ABARROTES/MISCELANEAS/PERECEDEROS,9 AÑOS 12 MESES ,
36191,1973-09-27,Tabasco,VILLAHERMOSA,Licenciatura,Soltera (o),0,,FEMENINO,0 AÑOS 0 MESES ,$0.00,SI,DISTRIBUIDOR CON EXPERIENCIA,2 AÑOS 1 MESES ,
34117,1970-10-01,México,CHIMALHUACAN 2,Secundaria,Divorciada (o),0,Propia,FEMENINO,25 AÑOS 0 MESES ,"$8,000.00",NO,VENTA DE ALIMENTOS,10 AÑOS 0 MESES ,
34488,1994-07-12,México,TEXCOCO,Bachillerato,Casada (o),2,Propia,FEMENINO,12 AÑOS 12 MESES ,$5.00,NO,BELLEZA/SALON/ESTETICA/BARBERIA,5 AÑOS 12 MESES ,
36245,1978-11-04,Tabasco,VILLAHERMOSA,Secundaria,Casada (o),2,Propia,FEMENINO,10 AÑOS 7 MESES ,"$37,850.00",SI,DISTRIBUIDOR CON EXPERIENCIA,2 AÑOS 5 MESES ,
